省市別,縣市別,選區別,鄉鎮市區,村里別,投開票所,候選人號次,得票數,得票率,當選註記
10,010,01,050,0024,0390,1,20,2.92, 
10,010,01,050,0024,0390,2,236,34.5, 
10,010,01,050,0024,0390,3,428,62.57,*
10,010,01,050,0024,0391,1,40,4.01, 
10,010,01,050,0024,0391,2,336,33.67, 
10,010,01,050,0024,0391,3,622,62.32,*
10,010,01,050,0025,0392,1,48,4.1, 
10,010,01,050,0025,0392,2,329,28.12, 
10,010,01,050,0025,0392,3,793,67.78,*
10,010,01,050,0025,0393,1,27,4.04, 
10,010,01,050,0025,0393,2,189,28.29, 
10,010,01,050,0025,0393,3,452,67.66,*
10,010,01,050,0026,0394,1,30,4.39, 
10,010,01,050,0026,0394,2,206,30.16, 
10,010,01,050,0026,0394,3,447,65.45,*
10,010,01,050,0026,0395,1,13,3.06, 
10,010,01,050,0026,0395,2,145,34.12, 
10,010,01,050,0026,0395,3,267,62.82,*
10,010,01,050,0027,0400,1,61,6.01, 
10,010,01,050,0027,0400,2,327,32.22, 
10,010,01,050,0027,0400,3,627,61.77,*
10,010,01,050,0027,0401,1,42,3.74, 
10,010,01,050,0027,0401,2,412,36.72, 
10,010,01,050,0027,0401,3,668,59.54,*
10,010,01,050,0028,0385,1,39,4.6, 
10,010,01,050,0028,0385,2,281,33.14, 
10,010,01,050,0028,0385,3,528,62.26,*
10,010,01,050,0028,0386,1,53,5.64, 
10,010,01,050,0028,0386,2,324,34.47, 
10,010,01,050,0028,0386,3,563,59.89,*
10,010,01,050,0028,0387,1,47,4.96, 
10,010,01,050,0028,0387,2,329,34.7, 
10,010,01,050,0028,0387,3,572,60.34,*
10,010,01,050,0028,0388,1,38,4.32, 
10,010,01,050,0028,0388,2,288,32.73, 
10,010,01,050,0028,0388,3,554,62.95,*
10,010,01,050,0028,0389,1,33,3.36, 
10,010,01,050,0028,0389,2,277,28.21, 
10,010,01,050,0028,0389,3,672,68.43,*
10,010,01,060,0001,0257,1,30,3.23, 
10,010,01,060,0001,0257,2,283,30.5, 
10,010,01,060,0001,0257,3,615,66.27,*
10,010,01,060,0002,0258,1,19,3.91, 
10,010,01,060,0002,0258,2,152,31.28, 
10,010,01,060,0002,0258,3,315,64.81,*
10,010,01,060,0003,0259,1,18,5.77, 
10,010,01,060,0003,0259,2,79,25.32, 
10,010,01,060,0003,0259,3,215,68.91,*
10,010,01,060,0003,0260,1,4,2.4, 
10,010,01,060,0003,0260,2,56,33.53, 
10,010,01,060,0003,0260,3,107,64.07,*
10,010,01,060,0004,0273,1,26,3.85, 
10,010,01,060,0004,0273,2,157,23.26, 
10,010,01,060,0004,0273,3,492,72.89,*
10,010,01,060,0005,0272,1,7,1.48, 
10,010,01,060,0005,0272,2,101,21.31, 
10,010,01,060,0005,0272,3,366,77.22,*
10,010,01,060,0006,0266,1,9,1.78, 
10,010,01,060,0006,0266,2,120,23.72, 
10,010,01,060,0006,0266,3,377,74.51,*
10,010,01,060,0007,0267,1,17,3.37, 
10,010,01,060,0007,0267,2,103,20.44, 
10,010,01,060,0007,0267,3,384,76.19,*
10,010,01,060,0008,0268,1,25,3.09, 
10,010,01,060,0008,0268,2,176,21.73, 
10,010,01,060,0008,0268,3,609,75.19,*
10,010,01,060,0009,0269,1,25,3.56, 
10,010,01,060,0009,0269,2,185,26.32, 
10,010,01,060,0009,0269,3,493,70.13,*
10,010,01,060,0010,0270,1,12,3.18, 
10,010,01,060,0010,0270,2,103,27.32, 
10,010,01,060,0010,0270,3,262,69.5,*
10,010,01,060,0010,0271,1,10,3.47, 
10,010,01,060,0010,0271,2,91,31.6, 
10,010,01,060,0010,0271,3,187,64.93,*
10,010,01,060,0011,0261,1,25,3.85, 
10,010,01,060,0011,0261,2,183,28.15, 
10,010,01,060,0011,0261,3,442,68.0,*
10,010,01,060,0011,0262,1,14,5.36, 
10,010,01,060,0011,0262,2,53,20.31, 
10,010,01,060,0011,0262,3,194,74.33,*
10,010,01,060,0012,0263,1,22,2.96, 
10,010,01,060,0012,0263,2,176,23.72, 
10,010,01,060,0012,0263,3,544,73.32,*
10,010,01,060,0013,0264,1,15,3.13, 
10,010,01,060,0013,0264,2,142,29.65, 
10,010,01,060,0013,0264,3,322,67.22,*
10,010,01,060,0014,0265,1,26,4.24, 
10,010,01,060,0014,0265,2,145,23.65, 
10,010,01,060,0014,0265,3,442,72.1,*
10,010,01,070,0001,0324,1,26,3.19, 
10,010,01,070,0001,0324,2,273,33.46, 
10,010,01,070,0001,0324,3,517,63.36,*
10,010,01,070,0001,0325,1,32,3.78, 
10,010,01,070,0001,0325,2,288,34.0, 
10,010,01,070,0001,0325,3,527,62.22,*
10,010,01,070,0002,0326,1,18,3.54, 
10,010,01,070,0002,0326,2,166,32.61, 
10,010,01,070,0002,0326,3,325,63.85,*
10,010,01,070,0002,0327,1,16,2.84, 
10,010,01,070,0002,0327,2,126,22.34, 
10,010,01,070,0002,0327,3,422,74.82,*
10,010,01,070,0003,0328,1,14,2.73, 
10,010,01,070,0003,0328,2,151,29.49, 
10,010,01,070,0003,0328,3,347,67.77,*
10,010,01,070,0003,0329,1,22,4.01, 
10,010,01,070,0003,0329,2,133,24.27, 
10,010,01,070,0003,0329,3,393,71.72,*
10,010,01,070,0004,0330,1,13,2.39, 
10,010,01,070,0004,0330,2,186,34.13, 
10,010,01,070,0004,0330,3,346,63.49,*
10,010,01,070,0004,0331,1,17,2.94, 
10,010,01,070,0004,0331,2,161,27.81, 
10,010,01,070,0004,0331,3,401,69.26,*
10,010,01,070,0005,0332,1,16,3.44, 
10,010,01,070,0005,0332,2,102,21.94, 
10,010,01,070,0005,0332,3,347,74.62,*
10,010,01,070,0005,0333,1,9,1.98, 
10,010,01,070,0005,0333,2,84,18.46, 
10,010,01,070,0005,0333,3,362,79.56,*
10,010,01,070,0006,0334,1,16,2.94, 
10,010,01,070,0006,0334,2,110,20.22, 
10,010,01,070,0006,0334,3,418,76.84,*
10,010,01,070,0006,0335,1,12,2.11, 
10,010,01,070,0006,0335,2,131,22.98, 
10,010,01,070,0006,0335,3,427,74.91,*
10,010,01,070,0007,0336,1,25,4.46, 
10,010,01,070,0007,0336,2,114,20.36, 
10,010,01,070,0007,0336,3,421,75.18,*
10,010,01,070,0007,0337,1,20,3.53, 
10,010,01,070,0007,0337,2,127,22.4, 
10,010,01,070,0007,0337,3,420,74.07,*
10,010,01,070,0008,0338,1,21,3.37, 
10,010,01,070,0008,0338,2,191,30.61, 
10,010,01,070,0008,0338,3,412,66.03,*
10,010,01,070,0009,0339,1,10,2.78, 
10,010,01,070,0009,0339,2,85,23.61, 
10,010,01,070,0009,0339,3,265,73.61,*
10,010,01,070,0010,0340,1,16,2.45, 
10,010,01,070,0010,0340,2,70,10.74, 
10,010,01,070,0010,0340,3,566,86.81,*
10,010,01,070,0011,0341,1,7,2.31, 
10,010,01,070,0011,0341,2,39,12.87, 
10,010,01,070,0011,0341,3,257,84.82,*
10,010,01,070,0012,0342,1,9,2.53, 
10,010,01,070,0012,0342,2,95,26.69, 
10,010,01,070,0012,0342,3,252,70.79,*
10,010,01,070,0013,0343,1,18,3.05, 
10,010,01,070,0013,0343,2,131,22.2, 
10,010,01,070,0013,0343,3,441,74.75,*
10,010,01,070,0013,0344,1,23,3.56, 
10,010,01,070,0013,0344,2,136,21.05, 
10,010,01,070,0013,0344,3,487,75.39,*
10,010,01,070,0014,0345,1,12,2.11, 
10,010,01,070,0014,0345,2,119,20.91, 
10,010,01,070,0014,0345,3,438,76.98,*
10,010,01,070,0014,0346,1,18,3.51, 
10,010,01,070,0014,0346,2,126,24.56, 
10,010,01,070,0014,0346,3,369,71.93,*
10,010,01,070,0015,0347,1,8,1.68, 
10,010,01,070,0015,0347,2,137,28.78, 
10,010,01,070,0015,0347,3,331,69.54,*
10,010,01,070,0015,0348,1,15,3.05, 
10,010,01,070,0015,0348,2,111,22.56, 
10,010,01,070,0015,0348,3,366,74.39,*
10,010,01,070,0016,0351,1,20,4.83, 
10,010,01,070,0016,0351,2,109,26.33, 
10,010,01,070,0016,0351,3,285,68.84,*
10,010,01,070,0016,0352,1,24,3.8, 
10,010,01,070,0016,0352,2,201,31.85, 
10,010,01,070,0016,0352,3,406,64.34,*
10,010,01,070,0017,0350,1,34,4.62, 
10,010,01,070,0017,0350,2,204,27.72, 
10,010,01,070,0017,0350,3,498,67.66,*
10,010,01,070,0018,0349,1,37,5.49, 
10,010,01,070,0018,0349,2,185,27.45, 
10,010,01,070,0018,0349,3,452,67.06,*
10,010,01,070,0019,0353,1,20,2.99, 
10,010,01,070,0019,0353,2,140,20.93, 
10,010,01,070,0019,0353,3,509,76.08,*
10,010,01,070,0020,0354,1,23,3.01, 
10,010,01,070,0020,0354,2,174,22.8, 
10,010,01,070,0020,0354,3,566,74.18,*
10,010,01,070,0021,0355,1,27,3.7, 
10,010,01,070,0021,0355,2,206,28.26, 
10,010,01,070,0021,0355,3,496,68.04,*
10,010,01,070,0022,0356,1,13,3.39, 
10,010,01,070,0022,0356,2,110,28.72, 
10,010,01,070,0022,0356,3,260,67.89,*
10,010,01,070,0023,0357,1,17,2.95, 
10,010,01,070,0023,0357,2,157,27.21, 
10,010,01,070,0023,0357,3,403,69.84,*
10,010,01,080,0001,0001,1,29,3.67, 
10,010,01,080,0001,0001,2,276,34.94, 
10,010,01,080,0001,0001,3,485,61.39,*
10,010,01,080,0002,0002,1,18,3.56, 
10,010,01,080,0002,0002,2,159,31.49, 
10,010,01,080,0002,0002,3,328,64.95,*
10,010,01,080,0003,0003,1,22,3.67, 
10,010,01,080,0003,0003,2,152,25.33, 
10,010,01,080,0003,0003,3,426,71.0,*
10,010,01,080,0004,0004,1,6,4.03, 
10,010,01,080,0004,0004,2,94,63.09, 
10,010,01,080,0004,0004,3,49,32.89,*
10,010,01,080,0005,0005,1,28,3.39, 
10,010,01,080,0005,0005,2,238,28.78, 
10,010,01,080,0005,0005,3,561,67.84,*
10,010,01,080,0006,0006,1,24,2.97, 
10,010,01,080,0006,0006,2,289,35.77, 
10,010,01,080,0006,0006,3,495,61.26,*
10,010,01,080,0007,0007,1,28,4.71, 
10,010,01,080,0007,0007,2,131,22.05, 
10,010,01,080,0007,0007,3,435,73.23,*
10,010,01,080,0008,0008,1,7,1.7, 
10,010,01,080,0008,0008,2,80,19.42, 
10,010,01,080,0008,0008,3,325,78.88,*
10,010,01,080,0009,0009,1,11,2.88, 
10,010,01,080,0009,0009,2,72,18.85, 
10,010,01,080,0009,0009,3,299,78.27,*
10,010,01,080,0009,0010,1,2,1.83, 
10,010,01,080,0009,0010,2,22,20.18, 
10,010,01,080,0009,0010,3,85,77.98,*
10,010,01,080,0010,0016,1,14,3.08, 
10,010,01,080,0010,0016,2,68,14.95, 
10,010,01,080,0010,0016,3,373,81.98,*
10,010,01,080,0011,0017,1,12,1.68, 
10,010,01,080,0011,0017,2,181,25.31, 
10,010,01,080,0011,0017,3,522,73.01,*
10,010,01,080,0012,0018,1,19,3.0, 
10,010,01,080,0012,0018,2,160,25.24, 
10,010,01,080,0012,0018,3,455,71.77,*
10,010,01,080,0013,0019,1,21,2.88, 
10,010,01,080,0013,0019,2,183,25.1, 
10,010,01,080,0013,0019,3,525,72.02,*
10,010,01,080,0014,0020,1,35,3.46, 
10,010,01,080,0014,0020,2,251,24.8, 
10,010,01,080,0014,0020,3,726,71.74,*
10,010,01,080,0015,0021,1,11,2.92, 
10,010,01,080,0015,0021,2,94,24.93, 
10,010,01,080,0015,0021,3,272,72.15,*
10,010,01,080,0016,0022,1,9,3.08, 
10,010,01,080,0016,0022,2,74,25.34, 
10,010,01,080,0016,0022,3,209,71.58,*
10,010,01,080,0017,0023,1,10,2.6, 
10,010,01,080,0017,0023,2,87,22.6, 
10,010,01,080,0017,0023,3,288,74.81,*
10,010,01,080,0018,0024,1,19,3.48, 
10,010,01,080,0018,0024,2,173,31.68, 
10,010,01,080,0018,0024,3,354,64.84,*
10,010,01,080,0019,0011,1,4,2.8, 
10,010,01,080,0019,0011,2,25,17.48, 
10,010,01,080,0019,0011,3,114,79.72,*
10,010,01,080,0019,0012,1,5,2.99, 
10,010,01,080,0019,0012,2,26,15.57, 
10,010,01,080,0019,0012,3,136,81.44,*
10,010,01,080,0019,0013,1,4,1.63, 
10,010,01,080,0019,0013,2,56,22.76, 
10,010,01,080,0019,0013,3,186,75.61,*
10,010,01,080,0019,0014,1,11,2.62, 
10,010,01,080,0019,0014,2,108,25.71, 
10,010,01,080,0019,0014,3,301,71.67,*
10,010,01,080,0020,0015,1,15,3.8, 
10,010,01,080,0020,0015,2,99,25.06, 
10,010,01,080,0020,0015,3,281,71.14,*
10,010,01,080,0021,0025,1,11,2.39, 
10,010,01,080,0021,0025,2,176,38.18, 
10,010,01,080,0021,0025,3,274,59.44,*
10,010,01,080,0022,0026,1,11,3.2, 
10,010,01,080,0022,0026,2,91,26.45, 
10,010,01,080,0022,0026,3,242,70.35,*
10,010,01,080,0023,0027,1,13,3.23, 
10,010,01,080,0023,0027,2,99,24.63, 
10,010,01,080,0023,0027,3,290,72.14,*
10,010,01,080,0024,0028,1,5,1.1, 
10,010,01,080,0024,0028,2,93,20.39, 
10,010,01,080,0024,0028,3,358,78.51,*
10,010,01,080,0025,0029,1,7,2.35, 
10,010,01,080,0025,0029,2,79,26.51, 
10,010,01,080,0025,0029,3,212,71.14,*
10,010,01,080,0025,0030,1,1,1.09, 
10,010,01,080,0025,0030,2,30,32.61, 
10,010,01,080,0025,0030,3,61,66.3,*
10,010,01,090,0001,0031,1,48,3.81, 
10,010,01,090,0001,0031,2,377,29.9, 
10,010,01,090,0001,0031,3,836,66.3,*
10,010,01,090,0002,0032,1,12,2.07, 
10,010,01,090,0002,0032,2,196,33.73, 
10,010,01,090,0002,0032,3,373,64.2,*
10,010,01,090,0003,0033,1,37,4.2, 
10,010,01,090,0003,0033,2,314,35.6, 
10,010,01,090,0003,0033,3,531,60.2,*
10,010,01,090,0004,0034,1,44,4.15, 
10,010,01,090,0004,0034,2,415,39.11, 
10,010,01,090,0004,0034,3,602,56.74,*
10,010,01,090,0005,0035,1,26,3.5, 
10,010,01,090,0005,0035,2,261,35.18, 
10,010,01,090,0005,0035,3,455,61.32,*
10,010,01,090,0006,0036,1,24,5.01, 
10,010,01,090,0006,0036,2,174,36.33, 
10,010,01,090,0006,0036,3,281,58.66,*
10,010,01,090,0007,0037,1,6,2.41, 
10,010,01,090,0007,0037,2,77,30.92, 
10,010,01,090,0007,0037,3,166,66.67,*
10,010,01,090,0008,0038,1,17,3.14, 
10,010,01,090,0008,0038,2,264,48.71, 
10,010,01,090,0008,0038,3,261,48.15,*
10,010,01,090,0009,0039,1,22,3.7, 
10,010,01,090,0009,0039,2,182,30.64, 
10,010,01,090,0009,0039,3,390,65.66,*
10,010,01,090,0010,0040,1,19,3.96, 
10,010,01,090,0010,0040,2,125,26.04, 
10,010,01,090,0010,0040,3,336,70.0,*
10,010,01,090,0011,0041,1,2,1.77, 
10,010,01,090,0011,0041,2,33,29.2, 
10,010,01,090,0011,0041,3,78,69.03,*
10,010,01,090,0011,0042,1,3,2.36, 
10,010,01,090,0011,0042,2,33,25.98, 
10,010,01,090,0011,0042,3,91,71.65,*
10,010,01,090,0012,0043,1,19,3.34, 
10,010,01,090,0012,0043,2,181,31.81, 
10,010,01,090,0012,0043,3,369,64.85,*
10,010,01,090,0013,0047,1,27,3.13, 
10,010,01,090,0013,0047,2,279,32.37, 
10,010,01,090,0013,0047,3,556,64.5,*
10,010,01,090,0014,0048,1,27,4.73, 
10,010,01,090,0014,0048,2,184,32.22, 
10,010,01,090,0014,0048,3,360,63.05,*
10,010,01,090,0015,0049,1,12,2.68, 
10,010,01,090,0015,0049,2,134,29.91, 
10,010,01,090,0015,0049,3,302,67.41,*
10,010,01,090,0016,0050,1,21,3.64, 
10,010,01,090,0016,0050,2,197,34.14, 
10,010,01,090,0016,0050,3,359,62.22,*
10,010,01,090,0017,0051,1,8,3.51, 
10,010,01,090,0017,0051,2,70,30.7, 
10,010,01,090,0017,0051,3,150,65.79,*
10,010,01,090,0017,0052,1,9,4.71, 
10,010,01,090,0017,0052,2,61,31.94, 
10,010,01,090,0017,0052,3,121,63.35,*
10,010,01,090,0018,0053,1,22,3.04, 
10,010,01,090,0018,0053,2,208,28.73, 
10,010,01,090,0018,0053,3,494,68.23,*
10,010,01,090,0019,0054,1,23,3.8, 
10,010,01,090,0019,0054,2,158,26.12, 
10,010,01,090,0019,0054,3,424,70.08,*
10,010,01,090,0020,0055,1,32,4.34, 
10,010,01,090,0020,0055,2,260,35.28, 
10,010,01,090,0020,0055,3,445,60.38,*
10,010,01,090,0021,0056,1,9,3.06, 
10,010,01,090,0021,0056,2,80,27.21, 
10,010,01,090,0021,0056,3,205,69.73,*
10,010,01,090,0021,0057,1,11,4.42, 
10,010,01,090,0021,0057,2,130,52.21, 
10,010,01,090,0021,0057,3,108,43.37,*
10,010,01,090,0022,0044,1,9,4.71, 
10,010,01,090,0022,0044,2,78,40.84, 
10,010,01,090,0022,0044,3,104,54.45,*
10,010,01,090,0023,0045,1,16,2.36, 
10,010,01,090,0023,0045,2,211,31.17, 
10,010,01,090,0023,0045,3,450,66.47,*
10,010,01,090,0023,0046,1,7,4.61, 
10,010,01,090,0023,0046,2,49,32.24, 
10,010,01,090,0023,0046,3,96,63.16,*
10,010,01,100,0001,0163,1,9,3.06, 
10,010,01,100,0001,0163,2,84,28.57, 
10,010,01,100,0001,0163,3,201,68.37,*
10,010,01,100,0001,0164,1,9,5.45, 
10,010,01,100,0001,0164,2,45,27.27, 
10,010,01,100,0001,0164,3,111,67.27,*
10,010,01,100,0002,0165,1,21,3.44, 
10,010,01,100,0002,0165,2,187,30.66, 
10,010,01,100,0002,0165,3,402,65.9,*
10,010,01,100,0002,0166,1,25,5.24, 
10,010,01,100,0002,0166,2,160,33.54, 
10,010,01,100,0002,0166,3,292,61.22,*
10,010,01,100,0003,0167,1,24,2.89, 
10,010,01,100,0003,0167,2,301,36.22, 
10,010,01,100,0003,0167,3,506,60.89,*
10,010,01,100,0004,0168,1,17,2.61, 
10,010,01,100,0004,0168,2,247,37.94, 
10,010,01,100,0004,0168,3,387,59.45,*
10,010,01,100,0005,0169,1,18,3.42, 
10,010,01,100,0005,0169,2,175,33.21, 
10,010,01,100,0005,0169,3,334,63.38,*
10,010,01,100,0006,0170,1,16,1.79, 
10,010,01,100,0006,0170,2,221,24.78, 
10,010,01,100,0006,0170,3,655,73.43,*
10,010,01,100,0007,0171,1,15,5.32, 
10,010,01,100,0007,0171,2,95,33.69, 
10,010,01,100,0007,0171,3,172,60.99,*
10,010,01,100,0008,0172,1,10,4.22, 
10,010,01,100,0008,0172,2,89,37.55, 
10,010,01,100,0008,0172,3,138,58.23,*
10,010,01,100,0008,0173,1,2,2.74, 
10,010,01,100,0008,0173,2,29,39.73, 
10,010,01,100,0008,0173,3,42,57.53,*
10,010,01,100,0009,0174,1,18,3.26, 
10,010,01,100,0009,0174,2,215,38.95, 
10,010,01,100,0009,0174,3,319,57.79,*
10,010,01,100,0010,0175,1,5,1.52, 
10,010,01,100,0010,0175,2,84,25.61, 
10,010,01,100,0010,0175,3,239,72.87,*
10,010,01,100,0011,0176,1,8,2.67, 
10,010,01,100,0011,0176,2,99,33.0, 
10,010,01,100,0011,0176,3,193,64.33,*
10,010,01,100,0012,0177,1,13,2.96, 
10,010,01,100,0012,0177,2,131,29.84, 
10,010,01,100,0012,0177,3,295,67.2,*
10,010,01,100,0013,0178,1,8,2.1, 
10,010,01,100,0013,0178,2,105,27.56, 
10,010,01,100,0013,0178,3,268,70.34,*
10,010,01,100,0013,0179,1,22,3.27, 
10,010,01,100,0013,0179,2,191,28.42, 
10,010,01,100,0013,0179,3,459,68.3,*
10,010,01,100,0014,0180,1,35,6.27, 
10,010,01,100,0014,0180,2,159,28.49, 
10,010,01,100,0014,0180,3,364,65.23,*
10,010,01,100,0015,0181,1,13,2.49, 
10,010,01,100,0015,0181,2,152,29.12, 
10,010,01,100,0015,0181,3,357,68.39,*
10,010,01,100,0016,0182,1,17,3.08, 
10,010,01,100,0016,0182,2,117,21.2, 
10,010,01,100,0016,0182,3,418,75.72,*
10,010,01,100,0017,0183,1,6,2.26, 
10,010,01,100,0017,0183,2,75,28.2, 
10,010,01,100,0017,0183,3,185,69.55,*
10,010,01,100,0018,0184,1,20,5.33, 
10,010,01,100,0018,0184,2,152,40.53, 
10,010,01,100,0018,0184,3,203,54.13,*
10,010,01,100,0019,0185,1,15,3.53, 
10,010,01,100,0019,0185,2,136,32.0, 
10,010,01,100,0019,0185,3,274,64.47,*
10,010,01,100,0019,0186,1,0,0.0, 
10,010,01,100,0019,0186,2,30,34.09, 
10,010,01,100,0019,0186,3,58,65.91,*
10,010,01,100,0020,0187,1,11,4.07, 
10,010,01,100,0020,0187,2,86,31.85, 
10,010,01,100,0020,0187,3,173,64.07,*
10,010,01,100,0021,0188,1,14,3.6, 
10,010,01,100,0021,0188,2,142,36.5, 
10,010,01,100,0021,0188,3,233,59.9,*
10,010,01,100,0022,0189,1,11,2.99, 
10,010,01,100,0022,0189,2,99,26.9, 
10,010,01,100,0022,0189,3,258,70.11,*
10,010,01,100,0022,0190,1,2,2.2, 
10,010,01,100,0022,0190,2,10,10.99, 
10,010,01,100,0022,0190,3,79,86.81,*
10,010,01,110,0001,0191,1,12,3.34, 
10,010,01,110,0001,0191,2,80,22.28, 
10,010,01,110,0001,0191,3,267,74.37,*
10,010,01,110,0002,0192,1,13,3.32, 
10,010,01,110,0002,0192,2,96,24.49, 
10,010,01,110,0002,0192,3,283,72.19,*
10,010,01,110,0003,0193,1,36,3.94, 
10,010,01,110,0003,0193,2,302,33.04, 
10,010,01,110,0003,0193,3,576,63.02,*
10,010,01,110,0004,0194,1,23,2.58, 
10,010,01,110,0004,0194,2,326,36.51, 
10,010,01,110,0004,0194,3,544,60.92,*
10,010,01,110,0005,0195,1,2,0.95, 
10,010,01,110,0005,0195,2,75,35.71, 
10,010,01,110,0005,0195,3,133,63.33,*
10,010,01,110,0005,0196,1,4,3.17, 
10,010,01,110,0005,0196,2,46,36.51, 
10,010,01,110,0005,0196,3,76,60.32,*
10,010,01,110,0006,0197,1,15,2.16, 
10,010,01,110,0006,0197,2,171,24.57, 
10,010,01,110,0006,0197,3,510,73.28,*
10,010,01,110,0007,0198,1,4,1.3, 
10,010,01,110,0007,0198,2,84,27.27, 
10,010,01,110,0007,0198,3,220,71.43,*
10,010,01,110,0008,0199,1,17,3.1, 
10,010,01,110,0008,0199,2,125,22.81, 
10,010,01,110,0008,0199,3,406,74.09,*
10,010,01,110,0009,0200,1,13,1.88, 
10,010,01,110,0009,0200,2,176,25.43, 
10,010,01,110,0009,0200,3,503,72.69,*
10,010,01,110,0010,0201,1,16,2.58, 
10,010,01,110,0010,0201,2,234,37.68, 
10,010,01,110,0010,0201,3,371,59.74,*
10,010,01,110,0011,0202,1,13,2.15, 
10,010,01,110,0011,0202,2,185,30.58, 
10,010,01,110,0011,0202,3,407,67.27,*
10,010,01,110,0012,0203,1,14,3.15, 
10,010,01,110,0012,0203,2,112,25.17, 
10,010,01,110,0012,0203,3,319,71.69,*
10,010,01,110,0012,0204,1,7,3.91, 
10,010,01,110,0012,0204,2,40,22.35, 
10,010,01,110,0012,0204,3,132,73.74,*
10,010,01,110,0013,0205,1,14,2.26, 
10,010,01,110,0013,0205,2,166,26.82, 
10,010,01,110,0013,0205,3,439,70.92,*
10,010,01,110,0013,0206,1,8,3.67, 
10,010,01,110,0013,0206,2,73,33.49, 
10,010,01,110,0013,0206,3,137,62.84,*
10,010,01,110,0014,0207,1,17,2.34, 
10,010,01,110,0014,0207,2,183,25.14, 
10,010,01,110,0014,0207,3,528,72.53,*
10,010,01,110,0014,0208,1,13,4.71, 
10,010,01,110,0014,0208,2,95,34.42, 
10,010,01,110,0014,0208,3,168,60.87,*
10,010,01,110,0015,0209,1,3,1.3, 
10,010,01,110,0015,0209,2,83,36.09, 
10,010,01,110,0015,0209,3,144,62.61,*
10,010,01,110,0015,0210,1,7,3.63, 
10,010,01,110,0015,0210,2,73,37.82, 
10,010,01,110,0015,0210,3,113,58.55,*
10,010,01,120,0001,0211,1,30,4.3, 
10,010,01,120,0001,0211,2,288,41.26, 
10,010,01,120,0001,0211,3,380,54.44,*
10,010,01,120,0001,0212,1,38,4.83, 
10,010,01,120,0001,0212,2,254,32.32, 
10,010,01,120,0001,0212,3,494,62.85,*
10,010,01,120,0001,0213,1,37,4.6, 
10,010,01,120,0001,0213,2,284,35.32, 
10,010,01,120,0001,0213,3,483,60.07,*
10,010,01,120,0001,0214,1,28,4.46, 
10,010,01,120,0001,0214,2,227,36.15, 
10,010,01,120,0001,0214,3,373,59.39,*
10,010,01,120,0002,0215,1,35,3.99, 
10,010,01,120,0002,0215,2,313,35.65, 
10,010,01,120,0002,0215,3,530,60.36,*
10,010,01,120,0002,0216,1,45,4.44, 
10,010,01,120,0002,0216,2,370,36.49, 
10,010,01,120,0002,0216,3,599,59.07,*
10,010,01,120,0003,0224,1,17,3.43, 
10,010,01,120,0003,0224,2,141,28.48, 
10,010,01,120,0003,0224,3,337,68.08,*
10,010,01,120,0003,0225,1,12,2.41, 
10,010,01,120,0003,0225,2,131,26.31, 
10,010,01,120,0003,0225,3,355,71.29,*
10,010,01,120,0003,0226,1,2,0.78, 
10,010,01,120,0003,0226,2,72,27.91, 
10,010,01,120,0003,0226,3,184,71.32,*
10,010,01,120,0004,0227,1,22,3.19, 
10,010,01,120,0004,0227,2,193,28.01, 
10,010,01,120,0004,0227,3,474,68.8,*
10,010,01,120,0004,0228,1,29,3.79, 
10,010,01,120,0004,0228,2,219,28.59, 
10,010,01,120,0004,0228,3,518,67.62,*
10,010,01,120,0005,0229,1,15,2.54, 
10,010,01,120,0005,0229,2,167,28.26, 
10,010,01,120,0005,0229,3,409,69.2,*
10,010,01,120,0006,0217,1,35,4.04, 
10,010,01,120,0006,0217,2,283,32.64, 
10,010,01,120,0006,0217,3,549,63.32,*
10,010,01,120,0006,0218,1,9,4.0, 
10,010,01,120,0006,0218,2,73,32.44, 
10,010,01,120,0006,0218,3,143,63.56,*
10,010,01,120,0007,0219,1,9,1.93, 
10,010,01,120,0007,0219,2,177,37.98, 
10,010,01,120,0007,0219,3,280,60.09,*
10,010,01,120,0007,0220,1,31,3.47, 
10,010,01,120,0007,0220,2,274,30.65, 
10,010,01,120,0007,0220,3,589,65.88,*
10,010,01,120,0008,0221,1,37,5.08, 
10,010,01,120,0008,0221,2,285,39.09, 
10,010,01,120,0008,0221,3,407,55.83,*
10,010,01,120,0008,0222,1,23,3.98, 
10,010,01,120,0008,0222,2,199,34.43, 
10,010,01,120,0008,0222,3,356,61.59,*
10,010,01,120,0009,0223,1,11,3.31, 
10,010,01,120,0009,0223,2,140,42.17, 
10,010,01,120,0009,0223,3,181,54.52,*
10,010,01,120,0010,0233,1,22,5.03, 
10,010,01,120,0010,0233,2,190,43.48, 
10,010,01,120,0010,0233,3,225,51.49,*
10,010,01,120,0011,0234,1,14,4.26, 
10,010,01,120,0011,0234,2,148,44.98, 
10,010,01,120,0011,0234,3,167,50.76,*
10,010,01,120,0012,0235,1,21,3.66, 
10,010,01,120,0012,0235,2,196,34.15, 
10,010,01,120,0012,0235,3,357,62.2,*
10,010,01,120,0012,0236,1,15,3.84, 
10,010,01,120,0012,0236,2,126,32.23, 
10,010,01,120,0012,0236,3,250,63.94,*
10,010,01,120,0013,0230,1,23,2.78, 
10,010,01,120,0013,0230,2,231,27.9, 
10,010,01,120,0013,0230,3,574,69.32,*
10,010,01,120,0013,0231,1,25,3.91, 
10,010,01,120,0013,0231,2,169,26.41, 
