省市別,縣市別,選區別,鄉鎮市區,村里別,投開票所,候選人號次,得票數,得票率,當選註記
66,000,01,060,0019,0773,3,537,52.19,*
66,000,01,060,0019,0774,1,55,5.2, 
66,000,01,060,0019,0774,2,431,40.78, 
66,000,01,060,0019,0774,3,571,54.02,*
66,000,01,060,0020,0797,1,42,4.96, 
66,000,01,060,0020,0797,2,277,32.74, 
66,000,01,060,0020,0797,3,527,62.29,*
66,000,01,060,0020,0798,1,35,4.41, 
66,000,01,060,0020,0798,2,248,31.23, 
66,000,01,060,0020,0798,3,511,64.36,*
66,000,01,060,0020,0799,1,34,4.25, 
66,000,01,060,0020,0799,2,292,36.5, 
66,000,01,060,0020,0799,3,474,59.25,*
66,000,01,060,0020,0800,1,41,5.07, 
66,000,01,060,0020,0800,2,268,33.17, 
66,000,01,060,0020,0800,3,499,61.76,*
66,000,01,060,0021,0728,1,59,5.03, 
66,000,01,060,0021,0728,2,452,38.53, 
66,000,01,060,0021,0728,3,662,56.44,*
66,000,01,060,0021,0729,1,54,4.8, 
66,000,01,060,0021,0729,2,401,35.61, 
66,000,01,060,0021,0729,3,671,59.59,*
66,000,01,060,0021,0730,1,51,4.48, 
66,000,01,060,0021,0730,2,386,33.89, 
66,000,01,060,0021,0730,3,702,61.63,*
66,000,01,060,0021,0731,1,53,4.72, 
66,000,01,060,0021,0731,2,422,37.61, 
66,000,01,060,0021,0731,3,647,57.66,*
66,000,01,060,0022,0732,1,53,5.75, 
66,000,01,060,0022,0732,2,348,37.74, 
66,000,01,060,0022,0732,3,521,56.51,*
66,000,01,060,0022,0733,1,41,4.53, 
66,000,01,060,0022,0733,2,355,39.23, 
66,000,01,060,0022,0733,3,509,56.24,*
66,000,01,060,0022,0734,1,45,5.17, 
66,000,01,060,0022,0734,2,337,38.69, 
66,000,01,060,0022,0734,3,489,56.14,*
66,000,01,060,0023,0738,1,51,5.27, 
66,000,01,060,0023,0738,2,392,40.54, 
66,000,01,060,0023,0738,3,524,54.19,*
66,000,01,060,0023,0739,1,46,4.78, 
66,000,01,060,0023,0739,2,384,39.88, 
66,000,01,060,0023,0739,3,533,55.35,*
66,000,01,060,0023,0740,1,54,5.49, 
66,000,01,060,0023,0740,2,382,38.86, 
66,000,01,060,0023,0740,3,547,55.65,*
66,000,01,060,0023,0741,1,63,5.87, 
66,000,01,060,0023,0741,2,445,41.47, 
66,000,01,060,0023,0741,3,565,52.66,*
66,000,01,060,0023,0742,1,51,5.12, 
66,000,01,060,0023,0742,2,431,43.23, 
66,000,01,060,0023,0742,3,515,51.65,*
66,000,01,060,0024,0669,1,31,3.66, 
66,000,01,060,0024,0669,2,396,46.75, 
66,000,01,060,0024,0669,3,420,49.59,*
66,000,01,060,0024,0670,1,36,3.86, 
66,000,01,060,0024,0670,2,403,43.24, 
66,000,01,060,0024,0670,3,493,52.9,*
66,000,01,060,0024,0671,1,38,4.03, 
66,000,01,060,0024,0671,2,567,60.13, 
66,000,01,060,0024,0671,3,338,35.84,*
66,000,01,060,0024,0672,1,42,5.09, 
66,000,01,060,0024,0672,2,299,36.24, 
66,000,01,060,0024,0672,3,484,58.67,*
66,000,01,060,0025,0716,1,36,3.45, 
66,000,01,060,0025,0716,2,430,41.23, 
66,000,01,060,0025,0716,3,577,55.32,*
66,000,01,060,0025,0717,1,51,4.78, 
66,000,01,060,0025,0717,2,447,41.89, 
66,000,01,060,0025,0717,3,569,53.33,*
66,000,01,060,0025,0718,1,47,4.55, 
66,000,01,060,0025,0718,2,407,39.4, 
66,000,01,060,0025,0718,3,579,56.05,*
66,000,01,060,0026,0666,1,65,5.58, 
66,000,01,060,0026,0666,2,489,41.97, 
66,000,01,060,0026,0666,3,611,52.45,*
66,000,01,060,0026,0667,1,41,4.23, 
66,000,01,060,0026,0667,2,399,41.13, 
66,000,01,060,0026,0667,3,530,54.64,*
66,000,01,060,0026,0668,1,59,5.42, 
66,000,01,060,0026,0668,2,429,39.39, 
66,000,01,060,0026,0668,3,601,55.19,*
66,000,01,060,0027,0695,1,43,4.18, 
66,000,01,060,0027,0695,2,431,41.89, 
66,000,01,060,0027,0695,3,555,53.94,*
66,000,01,060,0027,0696,1,48,5.0, 
66,000,01,060,0027,0696,2,330,34.38, 
66,000,01,060,0027,0696,3,582,60.63,*
66,000,01,060,0027,0697,1,48,5.57, 
66,000,01,060,0027,0697,2,332,38.56, 
66,000,01,060,0027,0697,3,481,55.87,*
66,000,01,060,0027,0698,1,69,8.01, 
66,000,01,060,0027,0698,2,339,39.37, 
66,000,01,060,0027,0698,3,453,52.61,*
66,000,01,060,0028,0699,1,54,5.99, 
66,000,01,060,0028,0699,2,391,43.4, 
66,000,01,060,0028,0699,3,456,50.61,*
66,000,01,060,0028,0700,1,60,5.52, 
66,000,01,060,0028,0700,2,434,39.96, 
66,000,01,060,0028,0700,3,592,54.51,*
66,000,01,060,0028,0701,1,58,5.26, 
66,000,01,060,0028,0701,2,462,41.89, 
66,000,01,060,0028,0701,3,583,52.86,*
66,000,01,060,0029,0705,1,59,5.26, 
66,000,01,060,0029,0705,2,453,40.41, 
66,000,01,060,0029,0705,3,609,54.33,*
66,000,01,060,0029,0706,1,45,4.89, 
66,000,01,060,0029,0706,2,391,42.45, 
66,000,01,060,0029,0706,3,485,52.66,*
66,000,01,060,0029,0707,1,68,6.85, 
66,000,01,060,0029,0707,2,413,41.63, 
66,000,01,060,0029,0707,3,511,51.51,*
66,000,01,060,0029,0708,1,50,5.05, 
66,000,01,060,0029,0708,2,413,41.68, 
66,000,01,060,0029,0708,3,528,53.28,*
66,000,01,060,0030,0713,1,50,5.12, 
66,000,01,060,0030,0713,2,372,38.11, 
66,000,01,060,0030,0713,3,554,56.76,*
66,000,01,060,0030,0714,1,40,4.38, 
66,000,01,060,0030,0714,2,340,37.2, 
66,000,01,060,0030,0714,3,534,58.42,*
66,000,01,060,0030,0715,1,33,3.91, 
66,000,01,060,0030,0715,2,334,39.62, 
66,000,01,060,0030,0715,3,476,56.47,*
66,000,01,060,0031,0719,1,50,4.73, 
66,000,01,060,0031,0719,2,431,40.78, 
66,000,01,060,0031,0719,3,576,54.49,*
66,000,01,060,0031,0720,1,50,4.7, 
66,000,01,060,0031,0720,2,408,38.35, 
66,000,01,060,0031,0720,3,606,56.95,*
66,000,01,060,0031,0721,1,65,6.13, 
66,000,01,060,0031,0721,2,438,41.28, 
66,000,01,060,0031,0721,3,558,52.59,*
66,000,01,060,0031,0722,1,52,4.75, 
66,000,01,060,0031,0722,2,408,37.29, 
66,000,01,060,0031,0722,3,634,57.95,*
66,000,01,060,0031,0723,1,64,6.15, 
66,000,01,060,0031,0723,2,420,40.35, 
66,000,01,060,0031,0723,3,557,53.51,*
66,000,01,060,0032,0735,1,54,5.25, 
66,000,01,060,0032,0735,2,421,40.91, 
66,000,01,060,0032,0735,3,554,53.84,*
66,000,01,060,0032,0736,1,59,4.99, 
66,000,01,060,0032,0736,2,442,37.36, 
66,000,01,060,0032,0736,3,682,57.65,*
66,000,01,060,0032,0737,1,62,5.64, 
66,000,01,060,0032,0737,2,408,37.09, 
66,000,01,060,0032,0737,3,630,57.27,*
66,000,01,060,0033,0788,1,48,4.42, 
66,000,01,060,0033,0788,2,313,28.82, 
66,000,01,060,0033,0788,3,725,66.76,*
66,000,01,060,0033,0789,1,51,4.66, 
66,000,01,060,0033,0789,2,343,31.35, 
66,000,01,060,0033,0789,3,700,63.99,*
66,000,01,060,0033,0790,1,52,5.07, 
66,000,01,060,0033,0790,2,340,33.14, 
66,000,01,060,0033,0790,3,634,61.79,*
66,000,01,060,0034,0791,1,42,5.04, 
66,000,01,060,0034,0791,2,322,38.61, 
66,000,01,060,0034,0791,3,470,56.35,*
66,000,01,060,0034,0792,1,41,5.31, 
66,000,01,060,0034,0792,2,272,35.23, 
66,000,01,060,0034,0792,3,459,59.46,*
66,000,01,060,0034,0793,1,35,4.47, 
66,000,01,060,0034,0793,2,265,33.84, 
66,000,01,060,0034,0793,3,483,61.69,*
66,000,01,060,0035,0794,1,80,6.56, 
66,000,01,060,0035,0794,2,485,39.75, 
66,000,01,060,0035,0794,3,655,53.69,*
66,000,01,060,0035,0795,1,61,5.03, 
66,000,01,060,0035,0795,2,482,39.77, 
66,000,01,060,0035,0795,3,669,55.2,*
66,000,01,060,0035,0796,1,62,5.74, 
66,000,01,060,0035,0796,2,418,38.7, 
66,000,01,060,0035,0796,3,600,55.56,*
66,000,01,060,0036,0786,1,57,5.38, 
66,000,01,060,0036,0786,2,465,43.91, 
66,000,01,060,0036,0786,3,537,50.71,*
66,000,01,060,0036,0787,1,52,4.97, 
66,000,01,060,0036,0787,2,401,38.34, 
66,000,01,060,0036,0787,3,593,56.69,*
66,000,01,060,0037,0784,1,48,4.52, 
66,000,01,060,0037,0784,2,480,45.24, 
66,000,01,060,0037,0784,3,533,50.24,*
66,000,01,060,0037,0785,1,55,5.47, 
66,000,01,060,0037,0785,2,452,44.93, 
66,000,01,060,0037,0785,3,499,49.6,*
66,000,01,060,0038,0779,1,43,4.05, 
66,000,01,060,0038,0779,2,472,44.4, 
66,000,01,060,0038,0779,3,548,51.55,*
66,000,01,060,0038,0780,1,50,4.61, 
66,000,01,060,0038,0780,2,479,44.15, 
66,000,01,060,0038,0780,3,556,51.24,*
66,000,01,060,0038,0781,1,56,5.02, 
66,000,01,060,0038,0781,2,453,40.59, 
66,000,01,060,0038,0781,3,607,54.39,*
66,000,01,060,0038,0782,1,83,7.57, 
66,000,01,060,0038,0782,2,449,40.97, 
66,000,01,060,0038,0782,3,564,51.46,*
66,000,01,060,0038,0783,1,66,6.21, 
66,000,01,060,0038,0783,2,441,41.53, 
66,000,01,060,0038,0783,3,555,52.26,*
66,000,01,060,0039,0775,1,71,6.56, 
66,000,01,060,0039,0775,2,383,35.4, 
66,000,01,060,0039,0775,3,628,58.04,*
66,000,01,060,0039,0776,1,69,6.68, 
66,000,01,060,0039,0776,2,393,38.04, 
66,000,01,060,0039,0776,3,571,55.28,*
66,000,01,060,0039,0777,1,45,4.6, 
66,000,01,060,0039,0777,2,428,43.76, 
66,000,01,060,0039,0777,3,505,51.64,*
66,000,01,060,0039,0778,1,72,6.57, 
66,000,01,060,0039,0778,2,446,40.69, 
66,000,01,060,0039,0778,3,578,52.74,*
66,000,01,070,0001,0801,1,45,4.34, 
66,000,01,070,0001,0801,2,361,34.85, 
66,000,01,070,0001,0801,3,630,60.81,*
66,000,01,070,0001,0802,1,45,4.29, 
66,000,01,070,0001,0802,2,367,34.99, 
66,000,01,070,0001,0802,3,637,60.72,*
66,000,01,070,0001,0803,1,47,4.35, 
66,000,01,070,0001,0803,2,360,33.33, 
66,000,01,070,0001,0803,3,673,62.31,*
66,000,01,070,0001,0804,1,49,4.53, 
66,000,01,070,0001,0804,2,408,37.71, 
66,000,01,070,0001,0804,3,625,57.76,*
66,000,01,070,0001,0805,1,55,5.23, 
66,000,01,070,0001,0805,2,446,42.4, 
66,000,01,070,0001,0805,3,551,52.38,*
66,000,01,070,0001,0806,1,65,6.13, 
66,000,01,070,0001,0806,2,437,41.19, 
66,000,01,070,0001,0806,3,559,52.69,*
66,000,01,070,0002,0807,1,46,4.22, 
66,000,01,070,0002,0807,2,346,31.77, 
66,000,01,070,0002,0807,3,697,64.0,*
66,000,01,070,0002,0808,1,55,5.09, 
66,000,01,070,0002,0808,2,367,33.98, 
66,000,01,070,0002,0808,3,658,60.93,*
66,000,01,070,0002,0809,1,68,6.27, 
66,000,01,070,0002,0809,2,452,41.66, 
66,000,01,070,0002,0809,3,565,52.07,*
66,000,01,070,0002,0810,1,58,5.27, 
66,000,01,070,0002,0810,2,414,37.6, 
66,000,01,070,0002,0810,3,629,57.13,*
66,000,01,070,0002,0811,1,50,5.1, 
66,000,01,070,0002,0811,2,399,40.67, 
66,000,01,070,0002,0811,3,532,54.23,*
66,000,01,070,0002,0812,1,45,4.44, 
66,000,01,070,0002,0812,2,380,37.51, 
66,000,01,070,0002,0812,3,588,58.05,*
66,000,01,070,0002,0813,1,42,3.96, 
66,000,01,070,0002,0813,2,412,38.83, 
66,000,01,070,0002,0813,3,607,57.21,*
66,000,01,070,0002,0814,1,38,3.79, 
66,000,01,070,0002,0814,2,413,41.22, 
66,000,01,070,0002,0814,3,551,54.99,*
66,000,01,070,0003,0815,1,39,3.43, 
66,000,01,070,0003,0815,2,429,37.76, 
66,000,01,070,0003,0815,3,668,58.8,*
66,000,01,070,0003,0816,1,50,4.25, 
66,000,01,070,0003,0816,2,380,32.31, 
66,000,01,070,0003,0816,3,746,63.44,*
66,000,01,070,0003,0817,1,50,4.54, 
66,000,01,070,0003,0817,2,406,36.88, 
66,000,01,070,0003,0817,3,645,58.58,*
66,000,01,070,0003,0818,1,49,4.43, 
66,000,01,070,0003,0818,2,436,39.46, 
66,000,01,070,0003,0818,3,620,56.11,*
66,000,01,070,0004,0819,1,72,6.74, 
66,000,01,070,0004,0819,2,341,31.93, 
66,000,01,070,0004,0819,3,655,61.33,*
66,000,01,070,0004,0820,1,53,4.92, 
66,000,01,070,0004,0820,2,405,37.6, 
66,000,01,070,0004,0820,3,619,57.47,*
66,000,01,070,0004,0821,1,65,5.64, 
66,000,01,070,0004,0821,2,368,31.94, 
66,000,01,070,0004,0821,3,719,62.41,*
66,000,01,070,0005,0824,1,55,6.16, 
66,000,01,070,0005,0824,2,305,34.15, 
66,000,01,070,0005,0824,3,533,59.69,*
66,000,01,070,0005,0825,1,48,5.33, 
66,000,01,070,0005,0825,2,392,43.51, 
66,000,01,070,0005,0825,3,461,51.17,*
66,000,01,070,0005,0826,1,39,4.29, 
66,000,01,070,0005,0826,2,372,40.88, 
66,000,01,070,0005,0826,3,499,54.84,*
66,000,01,070,0005,0827,1,53,5.57, 
66,000,01,070,0005,0827,2,428,44.96, 
66,000,01,070,0005,0827,3,471,49.47,*
66,000,01,070,0005,0828,1,41,5.55, 
66,000,01,070,0005,0828,2,336,45.47, 
66,000,01,070,0005,0828,3,362,48.99,*
66,000,01,070,0006,0829,1,25,4.6, 
66,000,01,070,0006,0829,2,255,46.96, 
66,000,01,070,0006,0829,3,263,48.43,*
66,000,01,070,0007,0830,1,53,5.18, 
66,000,01,070,0007,0830,2,371,36.23, 
66,000,01,070,0007,0830,3,600,58.59,*
66,000,01,070,0007,0831,1,60,5.25, 
66,000,01,070,0007,0831,2,402,35.17, 
66,000,01,070,0007,0831,3,681,59.58,*
66,000,01,070,0007,0832,1,65,5.47, 
66,000,01,070,0007,0832,2,401,33.73, 
66,000,01,070,0007,0832,3,723,60.81,*
66,000,01,070,0007,0833,1,62,5.87, 
66,000,01,070,0007,0833,2,399,37.78, 
66,000,01,070,0007,0833,3,595,56.34,*
66,000,01,070,0007,0834,1,61,5.42, 
66,000,01,070,0007,0834,2,397,35.26, 
66,000,01,070,0007,0834,3,668,59.33,*
66,000,01,070,0007,0835,1,52,5.34, 
66,000,01,070,0007,0835,2,311,31.93, 
66,000,01,070,0007,0835,3,611,62.73,*
66,000,01,070,0007,0836,1,55,5.61, 
66,000,01,070,0007,0836,2,367,37.41, 
66,000,01,070,0007,0836,3,559,56.98,*
66,000,01,070,0008,0841,1,64,4.73, 
66,000,01,070,0008,0841,2,470,34.71, 
66,000,01,070,0008,0841,3,820,60.56,*
66,000,01,070,0009,0842,1,50,5.18, 
66,000,01,070,0009,0842,2,316,32.71, 
66,000,01,070,0009,0842,3,600,62.11,*
66,000,01,070,0009,0843,1,50,5.71, 
66,000,01,070,0009,0843,2,293,33.45, 
66,000,01,070,0009,0843,3,533,60.84,*
66,000,01,070,0009,0844,1,47,5.08, 
66,000,01,070,0009,0844,2,275,29.7, 
66,000,01,070,0009,0844,3,604,65.23,*
66,000,01,070,0009,0845,1,58,6.22, 
66,000,01,070,0009,0845,2,327,35.09, 
66,000,01,070,0009,0845,3,547,58.69,*
66,000,01,070,0010,0846,1,48,4.89, 
66,000,01,070,0010,0846,2,329,33.5, 
66,000,01,070,0010,0846,3,605,61.61,*
66,000,01,070,0010,0847,1,56,5.54, 
66,000,01,070,0010,0847,2,397,39.27, 
66,000,01,070,0010,0847,3,558,55.19,*
66,000,01,070,0010,0848,1,54,5.35, 
66,000,01,070,0010,0848,2,358,35.48, 
66,000,01,070,0010,0848,3,597,59.17,*
66,000,01,070,0010,0849,1,70,6.91, 
66,000,01,070,0010,0849,2,417,41.16, 
66,000,01,070,0010,0849,3,526,51.92,*
66,000,01,070,0010,0850,1,47,5.13, 
66,000,01,070,0010,0850,2,398,43.4, 
66,000,01,070,0010,0850,3,472,51.47,*
66,000,01,070,0011,0866,1,43,4.74, 
66,000,01,070,0011,0866,2,364,40.09, 
66,000,01,070,0011,0866,3,501,55.18,*
66,000,01,070,0011,0867,1,47,4.52, 
66,000,01,070,0011,0867,2,380,36.54, 
66,000,01,070,0011,0867,3,613,58.94,*
66,000,01,070,0011,0868,1,55,5.07, 
66,000,01,070,0011,0868,2,411,37.88, 
66,000,01,070,0011,0868,3,619,57.05,*
66,000,01,070,0011,0869,1,43,4.34, 
66,000,01,070,0011,0869,2,429,43.33, 
66,000,01,070,0011,0869,3,518,52.32,*
66,000,01,070,0012,0880,1,59,4.96, 
66,000,01,070,0012,0880,2,477,40.12, 
66,000,01,070,0012,0880,3,653,54.92,*
66,000,01,070,0012,0881,1,54,4.71, 
66,000,01,070,0012,0881,2,384,33.48, 
66,000,01,070,0012,0881,3,709,61.81,*
66,000,01,070,0012,0882,1,54,4.56, 
66,000,01,070,0012,0882,2,426,35.98, 
66,000,01,070,0012,0882,3,704,59.46,*
66,000,01,070,0012,0883,1,81,7.2, 
66,000,01,070,0012,0883,2,376,33.42, 
66,000,01,070,0012,0883,3,668,59.38,*
66,000,01,070,0013,0862,1,29,3.83, 
66,000,01,070,0013,0862,2,412,54.35, 
66,000,01,070,0013,0862,3,317,41.82,*
66,000,01,070,0013,0863,1,36,4.55, 
66,000,01,070,0013,0863,2,399,50.38, 
66,000,01,070,0013,0863,3,357,45.08,*
66,000,01,070,0013,0864,1,29,3.9, 
66,000,01,070,0013,0864,2,388,52.22, 
66,000,01,070,0013,0864,3,326,43.88,*
66,000,01,070,0013,0865,1,35,3.81, 
66,000,01,070,0013,0865,2,400,43.57, 
66,000,01,070,0013,0865,3,483,52.61,*
66,000,01,070,0014,0822,1,18,3.88, 
66,000,01,070,0014,0822,2,142,30.6, 
66,000,01,070,0014,0822,3,304,65.52,*
66,000,01,070,0014,0823,1,30,4.93, 
66,000,01,070,0014,0823,2,176,28.9, 
66,000,01,070,0014,0823,3,403,66.17,*
66,000,01,070,0015,0894,1,51,5.21, 
66,000,01,070,0015,0894,2,366,37.42, 
66,000,01,070,0015,0894,3,561,57.36,*
66,000,01,070,0015,0895,1,34,3.92, 
66,000,01,070,0015,0895,2,298,34.37, 
66,000,01,070,0015,0895,3,535,61.71,*
66,000,01,070,0015,0896,1,41,4.72, 
66,000,01,070,0015,0896,2,298,34.29, 
66,000,01,070,0015,0896,3,530,60.99,*
66,000,01,070,0015,0897,1,44,4.82, 
66,000,01,070,0015,0897,2,346,37.9, 
66,000,01,070,0015,0897,3,523,57.28,*
66,000,01,070,0016,0887,1,60,6.49, 
66,000,01,070,0016,0887,2,375,40.58, 
66,000,01,070,0016,0887,3,489,52.92,*
66,000,01,070,0016,0888,1,47,4.72, 
66,000,01,070,0016,0888,2,379,38.05, 
66,000,01,070,0016,0888,3,570,57.23,*
66,000,01,070,0016,0889,1,40,4.73, 
66,000,01,070,0016,0889,2,327,38.7, 
66,000,01,070,0016,0889,3,478,56.57,*
66,000,01,070,0017,0890,1,52,4.78, 
66,000,01,070,0017,0890,2,489,44.99, 
66,000,01,070,0017,0890,3,546,50.23,*
66,000,01,070,0017,0891,1,59,5.27, 
66,000,01,070,0017,0891,2,474,42.36, 
66,000,01,070,0017,0891,3,586,52.37,*
66,000,01,070,0017,0892,1,39,5.17, 
66,000,01,070,0017,0892,2,256,33.95, 
66,000,01,070,0017,0892,3,459,60.88,*
66,000,01,070,0017,0893,1,49,5.94, 
66,000,01,070,0017,0893,2,333,40.36, 
66,000,01,070,0017,0893,3,443,53.7,*
66,000,01,070,0018,0884,1,53,4.47, 
66,000,01,070,0018,0884,2,415,34.99, 
66,000,01,070,0018,0884,3,718,60.54,*
66,000,01,070,0018,0885,1,60,5.12, 
66,000,01,070,0018,0885,2,490,41.77, 
66,000,01,070,0018,0885,3,623,53.11,*
66,000,01,070,0018,0886,1,61,5.62, 
66,000,01,070,0018,0886,2,449,41.38, 
66,000,01,070,0018,0886,3,575,53.0,*
66,000,01,070,0019,0901,1,54,6.24, 
66,000,01,070,0019,0901,2,339,39.19, 
66,000,01,070,0019,0901,3,472,54.57,*
66,000,01,070,0019,0902,1,40,4.23, 
66,000,01,070,0019,0902,2,382,40.42, 
66,000,01,070,0019,0902,3,523,55.34,*
66,000,01,070,0019,0903,1,37,4.32, 
66,000,01,070,0019,0903,2,329,38.39, 
66,000,01,070,0019,0903,3,491,57.29,*
66,000,01,070,0020,0898,1,47,4.77, 
66,000,01,070,0020,0898,2,372,37.73, 
66,000,01,070,0020,0898,3,567,57.51,*
66,000,01,070,0020,0899,1,70,6.17, 
66,000,01,070,0020,0899,2,404,35.59, 
66,000,01,070,0020,0899,3,661,58.24,*
66,000,01,070,0020,0900,1,55,4.81, 
66,000,01,070,0020,0900,2,416,36.36, 
66,000,01,070,0020,0900,3,673,58.83,*
66,000,01,070,0021,0870,1,42,4.73, 
66,000,01,070,0021,0870,2,390,43.92, 
66,000,01,070,0021,0870,3,456,51.35,*
66,000,01,070,0021,0871,1,57,5.89, 
66,000,01,070,0021,0871,2,368,38.06, 
66,000,01,070,0021,0871,3,542,56.05,*
66,000,01,070,0021,0872,1,44,4.74, 
66,000,01,070,0021,0872,2,340,36.6, 
66,000,01,070,0021,0872,3,545,58.67,*
66,000,01,070,0021,0873,1,36,3.45, 
66,000,01,070,0021,0873,2,407,38.98, 
66,000,01,070,0021,0873,3,601,57.57,*
66,000,01,070,0021,0874,1,49,4.76, 
66,000,01,070,0021,0874,2,435,42.27, 
66,000,01,070,0021,0874,3,545,52.96,*
66,000,01,070,0022,0875,1,55,4.84, 
66,000,01,070,0022,0875,2,443,39.0, 
66,000,01,070,0022,0875,3,638,56.16,*
66,000,01,070,0022,0876,1,52,4.87, 
66,000,01,070,0022,0876,2,427,40.02, 
66,000,01,070,0022,0876,3,588,55.11,*
66,000,01,070,0022,0877,1,63,6.22, 
66,000,01,070,0022,0877,2,437,43.14, 
66,000,01,070,0022,0877,3,513,50.64,*
66,000,01,070,0022,0878,1,60,5.49, 
66,000,01,070,0022,0878,2,425,38.92, 
66,000,01,070,0022,0878,3,607,55.59,*
66,000,01,070,0022,0879,1,66,6.03, 
66,000,01,070,0022,0879,2,430,39.31, 
66,000,01,070,0022,0879,3,598,54.66,*
66,000,01,070,0023,0837,1,61,6.33, 
66,000,01,070,0023,0837,2,308,31.98, 
66,000,01,070,0023,0837,3,594,61.68,*
66,000,01,070,0023,0838,1,60,6.63, 
66,000,01,070,0023,0838,2,297,32.82, 
66,000,01,070,0023,0838,3,548,60.55,*
66,000,01,070,0023,0839,1,55,5.89, 
66,000,01,070,0023,0839,2,345,36.94, 
66,000,01,070,0023,0839,3,534,57.17,*
66,000,01,070,0023,0840,1,52,5.44, 
66,000,01,070,0023,0840,2,368,38.49, 
66,000,01,070,0023,0840,3,536,56.07,*
66,000,01,070,0024,0856,1,70,6.64, 
66,000,01,070,0024,0856,2,453,42.98, 
66,000,01,070,0024,0856,3,531,50.38,*
66,000,01,070,0024,0857,1,60,5.64, 
66,000,01,070,0024,0857,2,516,48.54, 
66,000,01,070,0024,0857,3,487,45.81,*
66,000,01,070,0024,0858,1,57,5.3, 
66,000,01,070,0024,0858,2,470,43.68, 
66,000,01,070,0024,0858,3,549,51.02,*
66,000,01,070,0024,0859,1,49,5.02, 
66,000,01,070,0024,0859,2,414,42.42, 
66,000,01,070,0024,0859,3,513,52.56,*
66,000,01,070,0024,0860,1,50,5.2, 
66,000,01,070,0024,0860,2,395,41.1, 
66,000,01,070,0024,0860,3,516,53.69,*
66,000,01,070,0024,0861,1,53,5.35, 
66,000,01,070,0024,0861,2,388,39.19, 
66,000,01,070,0024,0861,3,549,55.45,*
66,000,01,070,0025,0851,1,49,5.25, 
66,000,01,070,0025,0851,2,402,43.04, 
66,000,01,070,0025,0851,3,483,51.71,*
66,000,01,070,0025,0852,1,55,5.72, 
66,000,01,070,0025,0852,2,430,44.75, 
66,000,01,070,0025,0852,3,476,49.53,*
66,000,01,070,0025,0853,1,51,5.26, 
66,000,01,070,0025,0853,2,429,44.27, 
66,000,01,070,0025,0853,3,489,50.46,*
66,000,01,070,0025,0854,1,59,5.76, 
66,000,01,070,0025,0854,2,398,38.83, 
66,000,01,070,0025,0854,3,568,55.41,*
66,000,01,070,0025,0855,1,51,5.6, 
66,000,01,070,0025,0855,2,374,41.05, 
66,000,01,070,0025,0855,3,486,53.35,*
66,000,01,080,0001,0958,1,52,7.5, 
66,000,01,080,0001,0958,2,264,38.1, 
66,000,01,080,0001,0958,3,377,54.4,*
66,000,01,080,0001,0959,1,41,4.6, 
66,000,01,080,0001,0959,2,384,43.05, 
66,000,01,080,0001,0959,3,467,52.35,*
66,000,01,080,0001,0960,1,49,5.9, 
66,000,01,080,0001,0960,2,347,41.81, 
66,000,01,080,0001,0960,3,434,52.29,*
66,000,01,080,0002,0952,1,29,3.32, 
66,000,01,080,0002,0952,2,354,40.55, 
66,000,01,080,0002,0952,3,490,56.13,*
66,000,01,080,0002,0953,1,25,3.09, 
66,000,01,080,0002,0953,2,362,44.75, 
66,000,01,080,0002,0953,3,422,52.16,*
66,000,01,080,0002,0954,1,35,4.2, 
66,000,01,080,0002,0954,2,364,43.7, 
66,000,01,080,0002,0954,3,434,52.1,*
66,000,01,080,0003,0904,1,42,4.59, 
66,000,01,080,0003,0904,2,402,43.93, 
66,000,01,080,0003,0904,3,471,51.48,*
66,000,01,080,0003,0905,1,51,5.86, 
66,000,01,080,0003,0905,2,346,39.77, 
66,000,01,080,0003,0905,3,473,54.37,*
66,000,01,080,0003,0906,1,41,5.07, 
66,000,01,080,0003,0906,2,347,42.95, 
66,000,01,080,0003,0906,3,420,51.98,*
66,000,01,080,0003,0907,1,50,5.74, 
66,000,01,080,0003,0907,2,362,41.56, 
66,000,01,080,0003,0907,3,459,52.7,*
66,000,01,080,0003,0908,1,49,5.69, 
66,000,01,080,0003,0908,2,319,37.05, 
66,000,01,080,0003,0908,3,493,57.26,*
66,000,01,080,0003,0909,1,33,3.9, 
66,000,01,080,0003,0909,2,375,44.33, 
66,000,01,080,0003,0909,3,438,51.77,*
66,000,01,080,0004,0966,1,47,6.39, 
66,000,01,080,0004,0966,2,330,44.84, 
66,000,01,080,0004,0966,3,359,48.78,*
66,000,01,080,0004,0967,1,45,4.72, 
66,000,01,080,0004,0967,2,358,37.53, 
66,000,01,080,0004,0967,3,551,57.76,*
66,000,01,080,0004,0968,1,27,3.57, 
66,000,01,080,0004,0968,2,289,38.23, 
66,000,01,080,0004,0968,3,440,58.2,*
66,000,01,080,0004,0969,1,35,4.22, 
66,000,01,080,0004,0969,2,341,41.08, 
66,000,01,080,0004,0969,3,454,54.7,*
66,000,01,080,0004,0970,1,50,5.77, 
66,000,01,080,0004,0970,2,388,44.8, 
66,000,01,080,0004,0970,3,428,49.42,*
66,000,01,080,0005,0975,1,43,4.7, 
66,000,01,080,0005,0975,2,364,39.78, 
66,000,01,080,0005,0975,3,508,55.52,*
66,000,01,080,0005,0976,1,44,4.92, 
66,000,01,080,0005,0976,2,398,44.47, 
66,000,01,080,0005,0976,3,453,50.61,*
66,000,01,080,0005,0977,1,50,5.09, 
